TeamName,Tempo,RankTempo,AdjTempo,RankAdjTempo,OE,RankOE,AdjOE,RankAdjOE,DE,RankDE,AdjDE,RankAdjDE,Pythag,RankPythag
Chattanooga,70.4379,51,70.4668,41,96.9201,250,95.4081,270,103.5002,229,104.2731,229,0.264683,254
Elon,68.7509,105,68.2791,124,94.3455,291,95.6603,264,105.3925,268,104.7255,242,0.260917,255
Tennessee St.,68.7613,103,68.7431,97,96.1996,260,96.761,248,106.114,286,105.9589,268,0.260325,256
Delaware St.,58.7652,346,59.3495,345,98.1705,227,95.658,265,100.6282,154,104.7538,243,0.260268,257
Samford,57.4906,347,57.7531,347,99.8267,197,98.9124,203,108.0957,313,108.4231,297,0.258119,258
Western Illinois,62.1905,328,62.0765,326,91.5352,317,90.9557,314,98.4574,115,99.8401,137,0.255067,259
Delaware,64.9722,268,65.427,256,95.3385,276,97.7359,230,109.19,325,107.3765,286,0.253159,260
Eastern Washington,70.1295,60,69.1893,79,94.8178,279,95.8007,260,108.2411,317,105.3082,253,0.251968,261
Rice,67.4276,172,67.4432,163,94.3587,290,94.2903,285,103.3766,221,103.6904,219,0.25108,262
Yale,67.2869,179,67.8484,142,97.4319,239,94.8322,278,102.8016,206,104.5372,235,0.245921,263
Norfolk St.,72.5951,17,72.4207,17,95.9423,264,95.2685,272,101.6871,180,105.0544,250,0.245185,264
Binghamton,63.5073,308,64.0884,297,96.3731,258,97.4159,235,106.7369,293,107.4666,287,0.244311,265
UNC Asheville,73.6698,11,72.7849,13,96.0776,261,96.7822,247,104.9146,259,106.8744,281,0.242192,266
Nicholls St.,63.9008,301,62.8919,316,98.2296,224,98.2975,221,109.6988,328,108.6887,300,0.239462,267
LIU Brooklyn,68.1091,132,68.5865,107,100.7363,181,98.5406,212,103.274,219,109.0429,306,0.237825,268
Kennesaw St.,66.2353,231,65.1879,268,97.4112,241,97.235,238,105.1685,265,107.7932,291,0.234072,269
Jackson St.,66.5071,220,65.3384,262,93.2514,300,92.8003,301,96.3343,65,102.9042,201,0.233525,270
Liberty,68.3884,123,67.2944,171,95.7391,269,96.3359,255,103.0218,212,106.8289,280,0.233446,271
Army,64.7993,280,64.2572,290,92.9123,306,87.6712,335,93.7787,34,97.2891,79,0.231997,272
Jacksonville St.,67.7362,152,67.8933,139,100.4003,186,95.303,271,106.5796,290,105.9058,265,0.229148,273
High Point,70.7516,40,68.2783,125,99.0647,204,97.2416,237,103.2363,218,108.1204,295,0.228019,274
New Hampshire,64.706,284,65.3018,264,91.5388,316,90.8786,315,96.4734,72,101.0925,165,0.227078,275
Texas Southern,69.133,87,67.9903,134,95.3665,274,91.1498,311,95.8948,54,101.5623,170,0.223751,276
North Florida,64.4103,289,64.6226,281,90.9987,318,90.0072,320,100.932,161,100.5164,151,0.219264,277
Louisiana Monroe,67.6056,160,67.4095,165,98.7951,214,97.7064,231,107.0422,297,109.1606,308,0.218434,278
USC Upstate,66.7019,206,66.5476,208,90.4542,320,90.4903,317,100.9979,164,101.2389,167,0.215724,279
Sacred Heart,70.3824,52,70.2626,48,101.7636,160,97.0914,241,103.2243,217,108.8157,303,0.212315,280
Cal St. Bakersfield,68.6867,109,68.6443,103,94.9829,278,94.7833,279,107.6282,305,106.2579,276,0.211789,281
Sacramento St.,68.4071,122,68.0361,130,92.5713,309,93.0559,297,105.6299,273,104.3389,230,0.211467,282
Idaho St.,63.8644,302,64.0639,298,101.2579,168,102.2301,156,117.06,347,114.6935,345,0.210333,283
McNeese St.,66.9398,191,66.7475,196,98.8069,213,98.3736,217,108.1275,314,110.4847,327,0.2083,284
Brown,66.7329,204,67.7489,148,98.8793,209,98.3583,220,108.3606,318,110.5569,328,0.20677,285
American,64.1463,295,63.7992,302,95.7873,268,93.5944,290,102.9997,211,105.2539,252,0.205845,286
Alabama St.,67.9716,136,66.039,228,93.8197,296,92.739,302,97.0259,80,104.3547,231,0.204715,287
Longwood,73.744,10,74.4598,6,95.4944,272,97.6293,233,107.3576,300,109.8947,317,0.204083,288
Arkansas Little Rock,66.4561,223,67.1762,178,98.603,218,98.6233,211,110.0641,330,111.0276,331,0.203848,289
Navy,72.2013,22,72.4835,16,97.7416,234,95.2334,274,103.4936,227,107.3486,284,0.20147,290
Colgate,66.8828,195,66.8507,192,99.0171,207,96.8473,244,105.0449,263,109.2114,309,0.200731,291
Lamar,69.9446,66,68.9197,89,96.2045,259,95.5164,269,105.0015,261,107.752,290,0.200025,292
Pepperdine,66.8722,196,66.6978,197,96.604,254,96.5906,250,111.2314,339,108.9844,304,0.199677,293
Charleston Southern,65.3852,257,64.1305,293,94.6911,284,93.4355,292,101.2855,173,105.876,263,0.191937,294
UMKC,66.9165,192,66.7761,194,98.4811,219,96.8759,243,107.7209,307,109.8167,316,0.191252,295
Bethune Cookman,60.2653,340,60.3596,339,95.4036,273,93.0406,298,99.9001,140,105.5082,255,0.190595,296
FIU,68.8613,96,69.246,76,97.5983,237,97.8891,227,111.1738,338,111.3132,334,0.185744,297
Georgia Southern,71.3001,31,72.1844,19,96.0665,262,97.5157,234,111.7282,341,111.0731,332,0.182871,298
Penn,64.8823,275,65.3784,261,95.657,271,97.7003,232,110.2778,333,111.3112,333,0.182441,299
Northwestern St.,75.0257,5,75.1936,4,98.1622,228,96.278,256,107.8769,309,109.9718,321,0.178095,300
Albany,65.7277,248,65.4096,257,95.1422,277,95.9308,259,104.7766,257,109.6115,314,0.177537,301
Florida Gulf Coast,68.6865,110,67.9243,138,93.9499,294,93.7951,289,104.0256,245,107.3521,285,0.174722,302
Savannah St.,62.6161,323,63.4908,311,88.3963,331,89.3343,325,98.4529,114,102.3392,185,0.173227,303
Central Arkansas,65.4704,255,65.1094,271,93.7233,298,91.2758,310,104.3267,251,104.818,245,0.169258,304
Monmouth,66.8992,193,66.6696,199,94.7764,280,91.0659,312,99.2091,129,104.6582,241,0.168004,305
North Carolina A&T,69.775,72,68.9545,87,94.4304,288,93.152,295,102.8251,207,107.1667,282,0.166344,306
Fordham,72.5862,18,72.2803,18,87.8518,335,92.2144,303,109.1415,322,106.1012,271,0.166146,307
Columbia,64.675,285,65.263,266,93.1291,303,90.4462,318,100.7421,157,104.1914,227,0.164248,308
Central Connecticut,63.5955,306,64.8068,277,94.7172,283,91.6513,304,100.1328,145,105.8127,259,0.160796,309
Southeast Missouri St.,68.0945,133,68.4967,111,90.2341,322,89.6542,323,105.2955,266,104.606,240,0.145074,310
St. Francis PA,64.93,272,65.3357,263,95.8216,267,94.5828,281,107.0873,298,110.37,326,0.1449,311
St. Francis NY,64.8689,276,65.0642,273,91.9255,315,88.7538,330,98.3877,111,103.728,221,0.142715,312
Prairie View A&M,68.4835,120,67.3029,169,87.7965,336,84.9588,343,92.4101,22,99.6524,135,0.137704,313
Hartford,64.721,283,64.875,275,95.9765,263,93.38,294,107.2823,299,109.5466,313,0.137496,314
Fairleigh Dickinson,68.4528,121,68.3784,121,92.1808,314,91.6267,305,103.4878,226,107.5712,289,0.136466,315
UMBC,66.7211,205,67.8174,144,94.0913,292,96.3986,252,109.6495,327,113.3999,343,0.133782,316
VMI,85.1839,1,84.1949,1,99.8846,195,100.3164,187,114.4416,345,118.0374,346,0.133456,317
Centenary,71.1807,33,70.7527,36,94.6905,285,94.5666,283,111.9708,342,111.9046,340,0.126096,318
New Orleans,64.9584,270,65.2801,265,89.8057,326,88.6436,331,102.4147,192,104.9641,248,0.125271,319
Houston Baptist,74.5498,7,74.0008,9,94.7601,281,93.9475,288,104.6785,255,111.5598,338,0.121747,320
Maryland Eastern Shore,65.7017,251,66.3026,218,92.2459,313,91.4007,308,104.8662,258,108.6544,299,0.120409,321
Texas Pan American,67.8486,141,67.8772,141,89.0644,330,88.1488,333,103.6325,235,105.6947,258,0.11031,322
Gardner Webb,73.0581,15,71.4603,27,90.5189,319,91.3059,309,108.4386,319,109.5368,312,0.109727,323
Southern Utah,67.9657,137,68.1616,129,89.8668,325,89.3108,326,108.0715,312,107.4719,288,0.106336,324
Mississippi Valley St.,69.5743,74,68.4839,112,90.0042,324,91.5596,307,104.3534,252,110.2003,325,0.106114,325
Alabama A&M,72.2435,21,70.8278,33,88.0253,333,87.8301,334,96.7702,76,105.9351,267,0.103831,326
Presbyterian,65.8021,246,63.8437,301,89.484,328,89.9886,321,110.4047,336,108.9987,305,0.099392,327
Coppin St.,65.7197,250,65.8593,235,90.3296,321,88.6216,332,103.3897,222,107.3459,283,0.099363,328
Stetson,66.6829,208,67.1565,179,88.1532,332,90.7139,316,109.1151,320,109.912,318,0.099065,329
Winston Salem St.,68.3575,126,67.7017,150,86.1443,342,87.2565,338,103.8916,241,105.8545,262,0.097797,330
Utah Valley,64.9604,269,62.5389,323,93.2324,301,88.7865,329,102.0578,183,107.8295,292,0.096682,331
Toledo,61.6427,334,61.259,333,87.06,339,87.1214,339,109.1689,324,105.8467,260,0.096309,332
Florida A&M,67.9457,138,68.4038,117,92.4819,310,93.44,291,107.6834,306,113.5744,344,0.09586,333
Howard,65.7868,247,65.7759,241,87.8958,334,87.616,336,106.0685,285,107.8807,293,0.08373,334
NJIT,68.8004,99,67.7939,145,86.4427,340,85.0681,342,101.1428,169,104.9272,247,0.082197,335
Tennessee Martin,71.0028,36,70.823,34,89.4883,327,89.4138,324,109.1307,321,110.6872,329,0.079111,336
Marist,64.0528,297,64.096,296,87.629,337,89.8759,322,110.1696,332,111.3961,336,0.078088,337
North Carolina Central,67.6657,155,67.8855,140,83.453,344,85.3129,340,105.6468,275,105.8532,261,0.077211,338
Wagner,67.0708,185,66.5187,210,90.0196,323,89.0085,328,103.4975,228,110.8899,330,0.073934,339
SIU Edwardsville,69.1428,86,68.6386,105,87.6028,338,87.3969,337,109.9778,329,109.9189,319,0.066811,340
Chicago St.,68.5027,119,68.3706,122,86.3318,341,85.2592,341,103.9675,243,108.0093,294,0.061804,341
Grambling St.,69.8844,69,69.136,82,89.3885,329,89.0941,327,104.0676,246,113.0114,342,0.06096,342
North Dakota,66.2383,229,65.5112,251,92.5862,308,94.3361,284,109.2126,326,120.4359,347,0.056844,343
Dartmouth,63.85,303,64.8355,276,83.0888,345,82.2028,345,103.2856,220,105.3484,254,0.054529,344
Southern,70.453,50,70.0742,54,84.2353,343,83.097,344,102.2119,187,108.7474,302,0.043367,345
Alcorn St.,75.3834,4,74.1161,8,80.4681,347,80.9323,346,108.0646,311,112.3533,341,0.02248,346
Bryant,64.2369,292,63.6898,307,80.6753,346,79.9371,347,107.3609,301,111.3208,335,0.0217,347
